Ver.Nr.,Titel semunabh.,Form,Stg,Modul Kürzel(Nummer),Modul Kürzel(ModulCode),VGruppe,Semester,Titel semabh.,PG,Tag,von,bis,Rhyth.,Datum von,Datum bis,Raum,Anzahl   der   Teilnehmer,Durchf. Dozierende,Verantw. Dozierende
LV-12-079-020,Algorithmische Bioinformatik,Vorlesung,"Master Informatik (20162), Bachelor Informatik (20162), Bachelor Informatik (20162), Bachelor Data Science (20162), Master Mathematik (20162), Master Data Science (20162), Bachelor Data Science (20162), Master Bildende Kunst (20181), Bachelor Informatik (20181), Master Data Science (20181), Bachelor Mathematik (20181), Bachelor Mathematik (20181), Bachelor Informatik (20181), Bachelor Wirtschaftsinformatik (20181), Bachelor Wirtschaftsinformatik (20181), Bachelor Wirtschaftsmathematik (20181), Bachelor Wirtschaftsmathematik (20181), Bachelor Data Science (20181), Bachelor Data Science (20181), Master Informatik (20181), Master Mathematik (20181), Master Wirtschaftsinformatik (20181), Master Wirtschaftsmathematik (20181), Bachelor Physik (20182), Bachelor Physik (20182), Master Physik - Vertiefung und Forschung (20182), Master Molekulare Zellul. Neuro (20182), Master Kognitive Systemneuro. (20182), Master Physik - Vertiefung und Forschung (20201), Bachelor Physik (20191), Bachelor Physik (20191), Bachelor Mathematik (7 Sem.) (20212), Master Physik - Vertiefung und Forschung (20191), Bachelor Mathematik (7 Sem.) (20212), Bachelor Wirtschaftsmathematik (7 Sem.) (20212), Bachelor Wirtschaftsmathematik (7 Sem.) (20212), Bachelor Physik (20201), Bachelor Physik (20201), Master Kognitive und Integrative Systemneurowissenschaften (20202), Master Molekulare und Zelluläre Neurowissenschaften (20202), Master Cultural Data Studies (20212)","CS594(128220190), CS594(128820370)CS642(128820520)","CS594(82-079-20162), CS594(88-079-20181)CS642(88-079-20181)",VG-12-079-050,SoSe 2022,Algorithmische Bioinformatik,1. PG,Di,14:00,16:00,woch,12.04.2022,12.07.2022,3060/+4/C37, ,,"Heider, D.; Löchel, H.; "
LV-12-105-004,Analysis I,Vorlesung,"Master Geschichte (20192), Bachelor Geschichte (20122), Bachelor Geschichte (20192), LA an Gymn Mathematik (20052), LA an Gymn Mathematik (20052), LA an Gymn Mathematik (20132), LA an Gymn Mathematik (20132), Bachelor Wirtschaftsmathematik (20162), Bachelor Psychologie (20111), Master Gesch. d. Int. Politik (20122), LA E Gymn Mathematik (20052), Bachelor Psychologie (20111), LA E Gymn Mathematik (20132), Bachelor Mathematik (20162), Master Betriebswirtschaftslehre (20112), Bachelor Mathematik (20162), Bachelor Erziehungs- und Bildungswissenschaft (20122), Bachelor Physik (20092), Bachelor Erziehungs- und Bildungswissenschaft (20122), Bachelor Physik (20092), Master Prähist. Archäologie (20102), Master Geoarchäologie (20102), Master Geschichte (20122), Bachelor Geschichte (20122), Bachelor Archäologische Wissenschaften (20111), Bachelor Wirtschaftsmathematik (20162), Master Klassische / Christliche und Byzantinische Archäologie (20192), Bachelor Archäologische Wissenschaften (20111), Bachelor Geographie (20172), Bachelor Geographie (20172), Bachelor Archäologische Wissenschaften (20211), Bachelor Mathematik (20181), Bachelor Mathematik (20181), Bachelor Wirtschaftsmathematik (20181), Bachelor Wirtschaftsmathematik (20181), Bachelor Physik (20182), Bachelor Physik (20182), LA an Gymn Mathematik (20182), LA an Gymn Mathematik (20182), LA E Gymn Mathematik (20182), Bachelor Archäologische Wissenschaften (20211), Bachelor Physik (20191), Bachelor Physik (20191), Bachelor Mathematik (7 Sem.) (20212), Bachelor Mathematik (7 Sem.) (20212), Bachelor Wirtschaftsmathematik (7 Sem.) (20212), Bachelor Wirtschaftsmathematik (7 Sem.) (20212), Bachelor Archäologische Wissenschaften (20192), Bachelor Archäologische Wissenschaften (20192), Master Prähistorische Archäologie / Geoarchäologie (20192), Bachelor Geschichte (20192), Bachelor Physik (20201), Bachelor Physik (20201), Master Geschichte (20082), Bachelor Geschichte (20211), Bachelor Geschichte (20211), Master Geschichte (20211), Master Prähistorische Archäologie / Geoarchäologie (20211), Master Klassische / Christliche und Byzantinische Archäologie (20211), Master Prähist. Archäologie (20052)"," (1218120), Analysis I(1225010),  (12251120),  (128210010),  (128210020),  (821281510)"," (25-105-20132), Analysis I(25-105-20182),  (25-105-20052),  (82-105-20162),  (82-105-20162),  (82-128-20092)",,SoSe 2022,Analysis I,1. PG,Do,14:00,16:00,woch,14.04.2022,14.07.2022,2370/+2/0010, ,,"Bauer, T.; "
LV-12-105-004,Analysis I,Vorlesung,"Master Geschichte (20192), Bachelor Geschichte (20122), Bachelor Geschichte (20192), LA an Gymn Mathematik (20052), LA an Gymn Mathematik (20052), LA an Gymn Mathematik (20132), LA an Gymn Mathematik (20132), Bachelor Wirtschaftsmathematik (20162), Bachelor Psychologie (20111), Master Gesch. d. Int. Politik (20122), LA E Gymn Mathematik (20052), Bachelor Psychologie (20111), LA E Gymn Mathematik (20132), Bachelor Mathematik (20162), Master Betriebswirtschaftslehre (20112), Bachelor Mathematik (20162), Bachelor Erziehungs- und Bildungswissenschaft (20122), Bachelor Physik (20092), Bachelor Erziehungs- und Bildungswissenschaft (20122), Bachelor Physik (20092), Master Prähist. Archäologie (20102), Master Geoarchäologie (20102), Master Geschichte (20122), Bachelor Geschichte (20122), Bachelor Archäologische Wissenschaften (20111), Bachelor Wirtschaftsmathematik (20162), Master Klassische / Christliche und Byzantinische Archäologie (20192), Bachelor Archäologische Wissenschaften (20111), Bachelor Geographie (20172), Bachelor Geographie (20172), Bachelor Archäologische Wissenschaften (20211), Bachelor Mathematik (20181), Bachelor Mathematik (20181), Bachelor Wirtschaftsmathematik (20181), Bachelor Wirtschaftsmathematik (20181), Bachelor Physik (20182), Bachelor Physik (20182), LA an Gymn Mathematik (20182), LA an Gymn Mathematik (20182), LA E Gymn Mathematik (20182), Bachelor Archäologische Wissenschaften (20211), Bachelor Physik (20191), Bachelor Physik (20191), Bachelor Mathematik (7 Sem.) (20212), Bachelor Mathematik (7 Sem.) (20212), Bachelor Wirtschaftsmathematik (7 Sem.) (20212), Bachelor Wirtschaftsmathematik (7 Sem.) (20212), Bachelor Archäologische Wissenschaften (20192), Bachelor Archäologische Wissenschaften (20192), Master Prähistorische Archäologie / Geoarchäologie (20192), Bachelor Geschichte (20192), Bachelor Physik (20201), Bachelor Physik (20201), Master Geschichte (20082), Bachelor Geschichte (20211), Bachelor Geschichte (20211), Master Geschichte (20211), Master Prähistorische Archäologie / Geoarchäologie (20211), Master Klassische / Christliche und Byzantinische Archäologie (20211), Master Prähist. Archäologie (20052)"," (1218120), Analysis I(1225010),  (12251120),  (128210010),  (128210020),  (821281510)"," (25-105-20132), Analysis I(25-105-20182),  (25-105-20052),  (82-105-20162),  (82-105-20162),  (82-128-20092)",,SoSe 2022,Analysis I,1. PG,Mi,14:00,16:00,woch,13.04.2022,13.07.2022,2370/00/0030, ,,"Bauer, T.; "
LV-12-105-004,Analysis I,Vorlesung,"Master Geschichte (20192), Bachelor Geschichte (20122), Bachelor Geschichte (20192), LA an Gymn Mathematik (20052), LA an Gymn Mathematik (20052), LA an Gymn Mathematik (20132), LA an Gymn Mathematik (20132), Bachelor Wirtschaftsmathematik (20162), Bachelor Psychologie (20111), Master Gesch. d. Int. Politik (20122), LA E Gymn Mathematik (20052), Bachelor Psychologie (20111), LA E Gymn Mathematik (20132), Bachelor Mathematik (20162), Master Betriebswirtschaftslehre (20112), Bachelor Mathematik (20162), Bachelor Erziehungs- und Bildungswissenschaft (20122), Bachelor Physik (20092), Bachelor Erziehungs- und Bildungswissenschaft (20122), Bachelor Physik (20092), Master Prähist. Archäologie (20102), Master Geoarchäologie (20102), Master Geschichte (20122), Bachelor Geschichte (20122), Bachelor Archäologische Wissenschaften (20111), Bachelor Wirtschaftsmathematik (20162), Master Klassische / Christliche und Byzantinische Archäologie (20192), Bachelor Archäologische Wissenschaften (20111), Bachelor Geographie (20172), Bachelor Geographie (20172), Bachelor Archäologische Wissenschaften (20211), Bachelor Mathematik (20181), Bachelor Mathematik (20181), Bachelor Wirtschaftsmathematik (20181), Bachelor Wirtschaftsmathematik (20181), Bachelor Physik (20182), Bachelor Physik (20182), LA an Gymn Mathematik (20182), LA an Gymn Mathematik (20182), LA E Gymn Mathematik (20182), Bachelor Archäologische Wissenschaften (20211), Bachelor Physik (20191), Bachelor Physik (20191), Bachelor Mathematik (7 Sem.) (20212), Bachelor Mathematik (7 Sem.) (20212), Bachelor Wirtschaftsmathematik (7 Sem.) (20212), Bachelor Wirtschaftsmathematik (7 Sem.) (20212), Bachelor Archäologische Wissenschaften (20192), Bachelor Archäologische Wissenschaften (20192), Master Prähistorische Archäologie / Geoarchäologie (20192), Bachelor Geschichte (20192), Bachelor Physik (20201), Bachelor Physik (20201), Master Geschichte (20082), Bachelor Geschichte (20211), Bachelor Geschichte (20211), Master Geschichte (20211), Master Prähistorische Archäologie / Geoarchäologie (20211), Master Klassische / Christliche und Byzantinische Archäologie (20211), Master Prähist. Archäologie (20052)"," (1218120), Analysis I(1225010),  (12251120),  (128210010),  (128210020),  (821281510)"," (25-105-20132), Analysis I(25-105-20182),  (25-105-20052),  (82-105-20162),  (82-105-20162),  (82-128-20092)",,SoSe 2022,Analysis I,1. PG,Do,13:00,16:00,Einzel,29.09.2022,29.09.2022,2370/00/0030, ,,"Bauer, T.; "
LV-12-105-004,Analysis I,Vorlesung,"Master Geschichte (20192), Bachelor Geschichte (20122), Bachelor Geschichte (20192), LA an Gymn Mathematik (20052), LA an Gymn Mathematik (20052), LA an Gymn Mathematik (20132), LA an Gymn Mathematik (20132), Bachelor Wirtschaftsmathematik (20162), Bachelor Psychologie (20111), Master Gesch. d. Int. Politik (20122), LA E Gymn Mathematik (20052), Bachelor Psychologie (20111), LA E Gymn Mathematik (20132), Bachelor Mathematik (20162), Master Betriebswirtschaftslehre (20112), Bachelor Mathematik (20162), Bachelor Erziehungs- und Bildungswissenschaft (20122), Bachelor Physik (20092), Bachelor Erziehungs- und Bildungswissenschaft (20122), Bachelor Physik (20092), Master Prähist. Archäologie (20102), Master Geoarchäologie (20102), Master Geschichte (20122), Bachelor Geschichte (20122), Bachelor Archäologische Wissenschaften (20111), Bachelor Wirtschaftsmathematik (20162), Master Klassische / Christliche und Byzantinische Archäologie (20192), Bachelor Archäologische Wissenschaften (20111), Bachelor Geographie (20172), Bachelor Geographie (20172), Bachelor Archäologische Wissenschaften (20211), Bachelor Mathematik (20181), Bachelor Mathematik (20181), Bachelor Wirtschaftsmathematik (20181), Bachelor Wirtschaftsmathematik (20181), Bachelor Physik (20182), Bachelor Physik (20182), LA an Gymn Mathematik (20182), LA an Gymn Mathematik (20182), LA E Gymn Mathematik (20182), Bachelor Archäologische Wissenschaften (20211), Bachelor Physik (20191), Bachelor Physik (20191), Bachelor Mathematik (7 Sem.) (20212), Bachelor Mathematik (7 Sem.) (20212), Bachelor Wirtschaftsmathematik (7 Sem.) (20212), Bachelor Wirtschaftsmathematik (7 Sem.) (20212), Bachelor Archäologische Wissenschaften (20192), Bachelor Archäologische Wissenschaften (20192), Master Prähistorische Archäologie / Geoarchäologie (20192), Bachelor Geschichte (20192), Bachelor Physik (20201), Bachelor Physik (20201), Master Geschichte (20082), Bachelor Geschichte (20211), Bachelor Geschichte (20211), Master Geschichte (20211), Master Prähistorische Archäologie / Geoarchäologie (20211), Master Klassische / Christliche und Byzantinische Archäologie (20211), Master Prähist. Archäologie (20052)"," (1218120), Analysis I(1225010),  (12251120),  (128210010),  (128210020),  (821281510)"," (25-105-20132), Analysis I(25-105-20182),  (25-105-20052),  (82-105-20162),  (82-105-20162),  (82-128-20092)",,SoSe 2022,Analysis I,1. PG,Do,13:00,16:00,Einzel,21.07.2022,21.07.2022,, ,,"Bauer, T.; "
LV-12-105-004,Analysis I,Vorlesung,"Master Geschichte (20192), Bachelor Geschichte (20122), Bachelor Geschichte (20192), LA an Gymn Mathematik (20052), LA an Gymn Mathematik (20052), LA an Gymn Mathematik (20132), LA an Gymn Mathematik (20132), Bachelor Wirtschaftsmathematik (20162), Bachelor Psychologie (20111), Master Gesch. d. Int. Politik (20122), LA E Gymn Mathematik (20052), Bachelor Psychologie (20111), LA E Gymn Mathematik (20132), Bachelor Mathematik (20162), Master Betriebswirtschaftslehre (20112), Bachelor Mathematik (20162), Bachelor Erziehungs- und Bildungswissenschaft (20122), Bachelor Physik (20092), Bachelor Erziehungs- und Bildungswissenschaft (20122), Bachelor Physik (20092), Master Prähist. Archäologie (20102), Master Geoarchäologie (20102), Master Geschichte (20122), Bachelor Geschichte (20122), Bachelor Archäologische Wissenschaften (20111), Bachelor Wirtschaftsmathematik (20162), Master Klassische / Christliche und Byzantinische Archäologie (20192), Bachelor Archäologische Wissenschaften (20111), Bachelor Geographie (20172), Bachelor Geographie (20172), Bachelor Archäologische Wissenschaften (20211), Bachelor Mathematik (20181), Bachelor Mathematik (20181), Bachelor Wirtschaftsmathematik (20181), Bachelor Wirtschaftsmathematik (20181), Bachelor Physik (20182), Bachelor Physik (20182), LA an Gymn Mathematik (20182), LA an Gymn Mathematik (20182), LA E Gymn Mathematik (20182), Bachelor Archäologische Wissenschaften (20211), Bachelor Physik (20191), Bachelor Physik (20191), Bachelor Mathematik (7 Sem.) (20212), Bachelor Mathematik (7 Sem.) (20212), Bachelor Wirtschaftsmathematik (7 Sem.) (20212), Bachelor Wirtschaftsmathematik (7 Sem.) (20212), Bachelor Archäologische Wissenschaften (20192), Bachelor Archäologische Wissenschaften (20192), Master Prähistorische Archäologie / Geoarchäologie (20192), Bachelor Geschichte (20192), Bachelor Physik (20201), Bachelor Physik (20201), Master Geschichte (20082), Bachelor Geschichte (20211), Bachelor Geschichte (20211), Master Geschichte (20211), Master Prähistorische Archäologie / Geoarchäologie (20211), Master Klassische / Christliche und Byzantinische Archäologie (20211), Master Prähist. Archäologie (20052)"," (1218120), Analysis I(1225010),  (12251120),  (128210010),  (128210020),  (821281510)"," (25-105-20132), Analysis I(25-105-20182),  (25-105-20052),  (82-105-20162),  (82-105-20162),  (82-128-20092)",,SoSe 2022,Analysis I,1. PG,Do,11:00,14:00,Einzel,21.07.2022,21.07.2022,2370/+2/0010, ,,"Bauer, T.; "
LV-12-105-004,Analysis I,Vorlesung,"Master Geschichte (20192), Bachelor Geschichte (20122), Bachelor Geschichte (20192), LA an Gymn Mathematik (20052), LA an Gymn Mathematik (20052), LA an Gymn Mathematik (20132), LA an Gymn Mathematik (20132), Bachelor Wirtschaftsmathematik (20162), Bachelor Psychologie (20111), Master Gesch. d. Int. Politik (20122), LA E Gymn Mathematik (20052), Bachelor Psychologie (20111), LA E Gymn Mathematik (20132), Bachelor Mathematik (20162), Master Betriebswirtschaftslehre (20112), Bachelor Mathematik (20162), Bachelor Erziehungs- und Bildungswissenschaft (20122), Bachelor Physik (20092), Bachelor Erziehungs- und Bildungswissenschaft (20122), Bachelor Physik (20092), Master Prähist. Archäologie (20102), Master Geoarchäologie (20102), Master Geschichte (20122), Bachelor Geschichte (20122), Bachelor Archäologische Wissenschaften (20111), Bachelor Wirtschaftsmathematik (20162), Master Klassische / Christliche und Byzantinische Archäologie (20192), Bachelor Archäologische Wissenschaften (20111), Bachelor Geographie (20172), Bachelor Geographie (20172), Bachelor Archäologische Wissenschaften (20211), Bachelor Mathematik (20181), Bachelor Mathematik (20181), Bachelor Wirtschaftsmathematik (20181), Bachelor Wirtschaftsmathematik (20181), Bachelor Physik (20182), Bachelor Physik (20182), LA an Gymn Mathematik (20182), LA an Gymn Mathematik (20182), LA E Gymn Mathematik (20182), Bachelor Archäologische Wissenschaften (20211), Bachelor Physik (20191), Bachelor Physik (20191), Bachelor Mathematik (7 Sem.) (20212), Bachelor Mathematik (7 Sem.) (20212), Bachelor Wirtschaftsmathematik (7 Sem.) (20212), Bachelor Wirtschaftsmathematik (7 Sem.) (20212), Bachelor Archäologische Wissenschaften (20192), Bachelor Archäologische Wissenschaften (20192), Master Prähistorische Archäologie / Geoarchäologie (20192), Bachelor Geschichte (20192), Bachelor Physik (20201), Bachelor Physik (20201), Master Geschichte (20082), Bachelor Geschichte (20211), Bachelor Geschichte (20211), Master Geschichte (20211), Master Prähistorische Archäologie / Geoarchäologie (20211), Master Klassische / Christliche und Byzantinische Archäologie (20211), Master Prähist. Archäologie (20052)"," (1218120), Analysis I(1225010),  (12251120),  (128210010),  (128210020),  (821281510)"," (25-105-20132), Analysis I(25-105-20182),  (25-105-20052),  (82-105-20162),  (82-105-20162),  (82-128-20092)",,SoSe 2022,Analysis I,1. PG,Do,14:00,17:00,Einzel,29.09.2022,29.09.2022,2370/+2/0010, ,,"Bauer, T.; "
LV-12-105-004,Analysis I,Vorlesung,"Master Geschichte (20192), Bachelor Geschichte (20122), Bachelor Geschichte (20192), LA an Gymn Mathematik (20052), LA an Gymn Mathematik (20052), LA an Gymn Mathematik (20132), LA an Gymn Mathematik (20132), Bachelor Wirtschaftsmathematik (20162), Bachelor Psychologie (20111), Master Gesch. d. Int. Politik (20122), LA E Gymn Mathematik (20052), Bachelor Psychologie (20111), LA E Gymn Mathematik (20132), Bachelor Mathematik (20162), Master Betriebswirtschaftslehre (20112), Bachelor Mathematik (20162), Bachelor Erziehungs- und Bildungswissenschaft (20122), Bachelor Physik (20092), Bachelor Erziehungs- und Bildungswissenschaft (20122), Bachelor Physik (20092), Master Prähist. Archäologie (20102), Master Geoarchäologie (20102), Master Geschichte (20122), Bachelor Geschichte (20122), Bachelor Archäologische Wissenschaften (20111), Bachelor Wirtschaftsmathematik (20162), Master Klassische / Christliche und Byzantinische Archäologie (20192), Bachelor Archäologische Wissenschaften (20111), Bachelor Geographie (20172), Bachelor Geographie (20172), Bachelor Archäologische Wissenschaften (20211), Bachelor Mathematik (20181), Bachelor Mathematik (20181), Bachelor Wirtschaftsmathematik (20181), Bachelor Wirtschaftsmathematik (20181), Bachelor Physik (20182), Bachelor Physik (20182), LA an Gymn Mathematik (20182), LA an Gymn Mathematik (20182), LA E Gymn Mathematik (20182), Bachelor Archäologische Wissenschaften (20211), Bachelor Physik (20191), Bachelor Physik (20191), Bachelor Mathematik (7 Sem.) (20212), Bachelor Mathematik (7 Sem.) (20212), Bachelor Wirtschaftsmathematik (7 Sem.) (20212), Bachelor Wirtschaftsmathematik (7 Sem.) (20212), Bachelor Archäologische Wissenschaften (20192), Bachelor Archäologische Wissenschaften (20192), Master Prähistorische Archäologie / Geoarchäologie (20192), Bachelor Geschichte (20192), Bachelor Physik (20201), Bachelor Physik (20201), Master Geschichte (20082), Bachelor Geschichte (20211), Bachelor Geschichte (20211), Master Geschichte (20211), Master Prähistorische Archäologie / Geoarchäologie (20211), Master Klassische / Christliche und Byzantinische Archäologie (20211), Master Prähist. Archäologie (20052)"," (1218120), Analysis I(1225010),  (12251120),  (128210010),  (128210020),  (821281510)"," (25-105-20132), Analysis I(25-105-20182),  (25-105-20052),  (82-105-20162),  (82-105-20162),  (82-128-20092)",,SoSe 2022,Analysis I Werkstatt,2. PG,Do,16:00,18:00,woch,14.04.2022,14.07.2022,2370/+1/0020, ,,"Bauer, T.; Strauer, D.; "
LV-12-105-032,Approximationstheorie,Vorlesung,"LA an Gymn Mathematik (20052), LA an Gymn Mathematik (20052), LA an Gymn Mathematik (20132), LA an Gymn Mathematik (20132), Bachelor Wirtschaftsmathematik (20162), Master Informatik (20102), Master Informatik (20162), LA E Gymn Mathematik (20052), LA E Gymn Mathematik (20132), Master Mathematik (20102), Master Mathematik (20162), Bachelor Mathematik (20102), Bachelor Mathematik (20102), Bachelor Mathematik (20162), Bachelor Mathematik (20162), Master Wirtschaftsmathematik (20102), Master Wirtschaftsmathematik (20162), Bachelor Wirtschaftsmathematik (20102), Bachelor Wirtschaftsmathematik (20102), Bachelor Wirtschaftsmathematik (20162), Master Data Science (20162), Master Data Science (20181), Bachelor Mathematik (20181), Bachelor Mathematik (20181), Bachelor Wirtschaftsinformatik (20181), Bachelor Wirtschaftsinformatik (20181), Bachelor Wirtschaftsmathematik (20181), Bachelor Wirtschaftsmathematik (20181), Bachelor Data Science (20181), Bachelor Data Science (20181), Master Informatik (20181), Master Mathematik (20181), Master Wirtschaftsmathematik (20181), Bachelor Physik (20182), Bachelor Physik (20182), Master Physik - Vertiefung und Forschung (20182), Master Physik - Vertiefung und Forschung (20201), Bachelor Physik (20191), Bachelor Physik (20191), Bachelor Mathematik (7 Sem.) (20212), Master Physik - Vertiefung und Forschung (20191), Bachelor Mathematik (7 Sem.) (20212), Bachelor Wirtschaftsmathematik (7 Sem.) (20212), Bachelor Wirtschaftsmathematik (7 Sem.) (20212), Bachelor Physik (20201), Bachelor Physik (20201)"," (12826840),  (128810110) (12251620),  (1218320)"," (82-MAT-20102),  (88-105-20162) (25-105-20052),  (25-105-20132)","VG-12-105-284, VG-12-105-330",SoSe 2022,Approximationstheorie,1. PG,Mo,16:00,18:00,woch,11.04.2022,11.07.2022,3060/+4/A23, ,,"Hansen, M.; "
LV-12-105-032,Approximationstheorie,Vorlesung,"LA an Gymn Mathematik (20052), LA an Gymn Mathematik (20052), LA an Gymn Mathematik (20132), LA an Gymn Mathematik (20132), Bachelor Wirtschaftsmathematik (20162), Master Informatik (20102), Master Informatik (20162), LA E Gymn Mathematik (20052), LA E Gymn Mathematik (20132), Master Mathematik (20102), Master Mathematik (20162), Bachelor Mathematik (20102), Bachelor Mathematik (20102), Bachelor Mathematik (20162), Bachelor Mathematik (20162), Master Wirtschaftsmathematik (20102), Master Wirtschaftsmathematik (20162), Bachelor Wirtschaftsmathematik (20102), Bachelor Wirtschaftsmathematik (20102), Bachelor Wirtschaftsmathematik (20162), Master Data Science (20162), Master Data Science (20181), Bachelor Mathematik (20181), Bachelor Mathematik (20181), Bachelor Wirtschaftsinformatik (20181), Bachelor Wirtschaftsinformatik (20181), Bachelor Wirtschaftsmathematik (20181), Bachelor Wirtschaftsmathematik (20181), Bachelor Data Science (20181), Bachelor Data Science (20181), Master Informatik (20181), Master Mathematik (20181), Master Wirtschaftsmathematik (20181), Bachelor Physik (20182), Bachelor Physik (20182), Master Physik - Vertiefung und Forschung (20182), Master Physik - Vertiefung und Forschung (20201), Bachelor Physik (20191), Bachelor Physik (20191), Bachelor Mathematik (7 Sem.) (20212), Master Physik - Vertiefung und Forschung (20191), Bachelor Mathematik (7 Sem.) (20212), Bachelor Wirtschaftsmathematik (7 Sem.) (20212), Bachelor Wirtschaftsmathematik (7 Sem.) (20212), Bachelor Physik (20201), Bachelor Physik (20201)"," (12826840),  (128810110) (12251620),  (1218320)"," (82-MAT-20102),  (88-105-20162) (25-105-20052),  (25-105-20132)","VG-12-105-284, VG-12-105-330",SoSe 2022,Approximationstheorie,1. PG,Do,12:00,14:00,woch,14.04.2022,14.07.2022,3060/+3/A11, ,,"Hansen, M.; "
